58823529 0
90909090 0
90909090 0
90909090 0
100000000 0
83333333 0
90909090 0
90909090 0
90909090 0
83333333 0
83333333 0
76923076 0
76923076 0
76923076 0
20000000 0
71428571 0
90909090 0
83333333 0
13888888 0
125000000 0
111111111 0
23809523 0
58823529 0
55555555 0
83333333 0
62500000 0
58823529 0
62500000 0
71428571 0
66666666 0
76923076 0
66666666 0
90909090 0
90909090 0
125000000 0
90909090 0
90909090 0
66666666 0
83333333 0
83333333 0
71428571 0
83333333 0
26315789 0
142857142 0
76923076 0
76923076 0
76923076 0
83333333 0
76923076 0
16129032 0
22222222 0
62500000 0
55555555 0
62500000 0
62500000 0
58823529 0
58823529 0
62500000 0
52631578 0
52631578 0
90909090 0
66666666 0
71428571 0
71428571 0
111111111 0
90909090 0
83333333 0
83333333 0
62500000 0
22727272 0
76923076 0
76923076 0
76923076 0
83333333 0
76923076 0
24390243 0
83333333 0
20000000 0
83333333 0
83333333 0
41666666 0
58823529 0
50000000 0
52631578 0
14705882 0
50000000 0
52631578 0
52631578 0
52631578 0
58823529 0
