55555555 0
90909090 0
52631578 0
142857142 0
76923076 0
71428571 0
100000000 0
76923076 0
142857142 0
100000000 0
83333333 0
62500000 0
71428571 0
50000000 0
83333333 0
22727272 0
76923076 0
125000000 0
29411764 0
83333333 0
58823529 0
52631578 0
62500000 0
55555555 0
52631578 0
50000000 0
32258064 0
58823529 0
55555555 0
66666666 0
166666666 0
90909090 0
83333333 0
76923076 0
100000000 0
142857142 0
90909090 0
90909090 0
90909090 0
90909090 0
166666666 0
62500000 0
83333333 0
76923076 0
83333333 0
66666666 0
125000000 0
76923076 0
71428571 0
83333333 0
58823529 0
58823529 0
47619047 0
58823529 0
52631578 0
62500000 0
58823529 0
45454545 0
52631578 0
62500000 0
125000000 0
71428571 0
90909090 0
83333333 0
76923076 0
20000000 0
62500000 0
90909090 0
166666666 0
66666666 0
43478260 0
35714285 0
83333333 0
76923076 0
76923076 0
83333333 0
76923076 0
66666666 0
100000000 0
58823529 0
37037037 0
55555555 0
58823529 0
41666666 0
17857142 0
47619047 0
45454545 0
58823529 0
55555555 0
55555555 0
