15510 22222222 16125 21276595 15582 22727272 15500 23809523 15906 23255813 16005 20000000 16077 22727272 16147 22727272 16103 22727272 16236 23809523 
15885 19230769 15712 21276595 15670 18181818 15873 19230769 15924 19607843 15571 20000000 15677 18867924 16255 19230769 15842 19230769 15832 16666666 
10949 10526315 11014 12048192 11178 9708737 11235 11235955 11018 9615384 11031 11363636 10983 11627906 11114 11235955 11006 11494252 11114 10309278 
112447 22222222 108719 23255813 109170 22222222 108660 22727272 110011 23255813 106496 23809523 111856 24390243 104909 22727272 111794 25641025 107898 23255813 
81314 18867924 81980 19607843 81632 18867924 80340 19230769 84516 20000000 83340 19607843 83984 19607843 85309 20833333 83647 20000000 84118 20408163 
33381 10752688 33995 10101010 34965 9345794 34402 9615384 33016 8849557 33891 9345794 34572 9523809 34730 10638297 32828 10526315 33221 9523809 
271002 23255813 275254 25641025 273597 24390243 265111 22727272 276319 23255813 312207 22727272 289855 23255813 295159 23255813 294550 23255813 285714 26315789 
146348 19230769 168350 18181818 168634 20000000 187371 19607843 167196 20408163 169290 17857142 164095 19230769 160565 19607843 173310 17857142 168976 19607843 
46483 9259259 46657 9090909 45419 10416666 43911 10309278 44915 10526315 45267 10101010 46483 9174311 44738 9708737 45762 9900990 44128 10000000 
16551 23809523 15924 23809523 16260 25000000 16118 21276595 15998 23809523 16070 23255813 17043 28571428 16155 24390243 16016 24390243 16364 23255813 
17225 21276595 16350 21739130 16050 20408163 16240 21276595 16609 22222222 16208 24390243 16175 20833333 16411 21739130 16398 22222222 15933 25000000 
9298 13333333 9335 13513513 9189 13888888 9407 13698630 9203 11494252 9205 11627906 9195 13513513 9176 12987012 9151 12048192 9137 11627906 
29111 28571428 28686 27777777 28812 23255813 29563 23809523 28289 24390243 28872 23255813 28705 23255813 29354 28571428 29389 25000000 28559 23809523 
26934 20833333 26808 22222222 27339 19607843 27213 20408163 27103 20833333 27374 20408163 26948 18518518 27307 18867924 27398 21276595 27057 20000000 
12492 10869565 12539 13513513 12670 10752688 12749 13513513 12699 12987012 12779 13698630 12553 12048192 12753 11764705 12549 13333333 12735 13888888 
41858 25000000 43917 28571428 43109 23809523 43110 26315789 42484 27027027 43819 28571428 43228 21739130 41438 23255813 42378 23255813 43200 24390243 
44792 22222222 42204 21276595 42975 21276595 42299 21276595 41561 21276595 41988 20833333 41916 19607843 41397 21276595 42854 20000000 42540 20833333 
14532 14285714 14167 11904761 14404 13513513 14411 13888888 14121 13698630 14105 12345679 14325 12820512 14178 14285714 13704 12820512 14336 10416666 
16231 22222222 16014 22727272 16082 22222222 16404 27027027 15533 22727272 15696 20833333 15831 22222222 16351 23255813 15968 23255813 16056 24390243 
15649 19607843 15738 19230769 16017 20000000 15798 19607843 15995 18867924 15388 18181818 15075 16393442 16695 20833333 16242 18867924 16622 18518518 
11371 11363636 11237 11235955 11105 12345679 11323 10000000 11235 10000000 10915 10989010 10823 11904761 10828 11764705 10997 11764705 10745 11764705 
107898 22727272 105909 22727272 109853 23809523 105075 22727272 104986 23255813 103680 22727272 108506 23255813 105741 21739130 107770 22727272 105988 23809523 
81940 19230769 80697 21739130 81719 19607843 78542 18518518 81109 18867924 81380 21739130 81168 20408163 79396 16666666 78634 19230769 80755 18181818 
32477 9345794 33677 10000000 33671 10752688 32660 10752688 33021 10989010 33316 9803921 33906 10416666 33477 10869565 32552 10989010 33017 10204081 
259336 23255813 257532 23809523 255427 23255813 256607 22727272 261848 22727272 259605 22727272 274499 23809523 255036 22727272 256871 22727272 266880 28571428 
161786 18867924 162495 18867924 162601 19230769 160051 18181818 164473 18518518 158353 18181818 160333 19607843 163666 19230769 153280 18518518 162022 18518518 
44742 10204081 45419 10989010 41781 10638297 41925 9615384 44220 10869565 44911 10101010 43923 10869565 42682 10204081 43738 10752688 44259 10309278 
15429 27777777 15465 23809523 15301 24390243 15181 21276595 15319 23809523 15352 23809523 15368 24390243 15419 23809523 15425 23809523 15716 23255813 
