16110 21739130 15979 21739130 16718 21276595 18149 22222222 17587 22222222 17759 23255813 16521 22727272 16653 21276595 15504 21276595 17312 22727272 
14438 17543859 14605 19607843 16427 19230769 14474 18181818 14273 17241379 14151 18181818 15119 18867924 15191 19230769 15806 18867924 17034 17857142 
10982 11363636 9043 11363636 9139 11363636 9009 10526315 9013 11764705 9098 11111111 9010 10204081 8843 10526315 8946 10989010 8860 10101010 
87489 22727272 85741 22222222 87191 22222222 89150 22727272 87397 22727272 88066 22727272 85984 23255813 86393 22727272 89229 22222222 87943 22222222 
69550 18867924 69396 18867924 73014 20000000 69949 19230769 70254 18867924 70219 18518518 69671 18181818 71093 17857142 68620 18867924 71291 18518518 
32286 11363636 31179 11235955 31062 10869565 30534 10752688 31236 9523809 31904 9345794 31148 10752688 30667 10526315 31550 12195121 31344 10309278 
246669 23255813 248756 23255813 253485 23255813 254971 22727272 249128 23809523 247035 22727272 261643 23809523 254582 22727272 253485 23809523 248200 24390243 
156936 18518518 152858 18181818 158780 19607843 160668 19230769 163532 18181818 155520 18867924 157480 18181818 160616 18867924 161629 18181818 157803 18181818 
45943 10869565 42372 10526315 43767 10416666 45591 10989010 45595 10526315 43288 10309278 43125 10638297 44226 11111111 44903 10869565 44241 10416666 
12266 23255813 12260 23809523 12506 23809523 12341 23255813 12357 23809523 12178 23255813 12178 24390243 12377 23255813 12244 23255813 12261 23809523 
12464 21276595 12500 20000000 12610 20408163 12754 20000000 12496 20408163 12577 20000000 12570 20000000 12574 20833333 12611 20408163 12559 20000000 
7882 11627906 7914 12820512 7994 11904761 7846 12345679 7866 12345679 7990 10989010 7965 10989010 7869 11764705 7912 11904761 7897 11494252 
23682 22727272 23864 23809523 23724 23255813 23744 23809523 24281 23809523 23965 22727272 24316 23809523 23833 23255813 24010 23255813 24013 23809523 
22816 19230769 22604 20408163 23109 19607843 22556 20408163 23043 19230769 22927 17857142 22773 19607843 22815 20000000 22857 20833333 22970 20000000 
11463 11627906 11777 12500000 11478 11494252 11611 10101010 11654 10526315 11697 11764705 11798 12195121 11705 12195121 11759 11904761 11782 12987012 
36535 23255813 35425 23809523 35195 24390243 36037 24390243 36520 24390243 36741 23809523 37131 28571428 35861 25641025 36346 23809523 36267 23255813 
35156 20000000 35106 18867924 35909 20000000 35356 19230769 35834 20000000 35203 19230769 35564 20000000 35056 19230769 35820 20000000 35148 20000000 
13518 11627906 13286 11904761 13535 10638297 13360 12500000 13690 11627906 13557 12345679 13459 11494252 13334 12500000 13597 12048192 13317 12658227 
11970 22222222 12097 21276595 12116 22727272 12080 23255813 12018 22727272 12096 22222222 12210 22727272 12127 22222222 12234 22222222 12131 21739130 
12147 18867924 12121 19230769 12158 18518518 12164 18181818 12062 18867924 12238 17857142 12270 17241379 12159 17857142 12140 18867924 12218 17543859 
8950 10989010 8903 11111111 8992 10869565 8844 10526315 8909 10638297 8901 10416666 8940 10101010 8853 9174311 8879 10989010 8941 10526315 
86911 22727272 88097 23255813 86527 22727272 89094 22727272 87191 22222222 87504 22727272 86154 20833333 88794 22727272 85770 22727272 90768 22727272 
