71612 18518518 69808 18518518 69744 17857142 69856 17857142 69934 19230769 70180 18181818 70106 18181818 71027 19230769 70927 19607843 70091 15873015 
31058 9615384 31650 10989010 31000 10752688 30452 10000000 30075 10416666 31242 10989010 30834 10869565 30518 9345794 31070 10869565 31517 10309278 
250752 23255813 253421 22727272 247035 23255813 256081 23255813 246913 22222222 249812 23255813 262605 24390243 255819 23809523 253164 22727272 248694 24390243 
162495 18181818 161995 18867924 156936 22222222 161108 18867924 161472 18518518 161290 20000000 164527 18867924 161681 18867924 161576 18181818 160694 19230769 
45252 10752688 42959 10869565 43786 10101010 44810 10204081 46298 10101010 43290 10416666 42674 10638297 44089 10000000 45662 10752688 44064 10101010 
12483 23809523 12214 23809523 12392 23809523 12123 23255813 12283 24390243 12293 23255813 12371 23255813 12343 27777777 12343 23809523 12294 24390243 
12693 20408163 12513 21276595 12630 19607843 12546 18518518 12768 20000000 12689 19230769 12536 19607843 12620 20408163 12648 19230769 12585 18518518 
7867 12658227 7804 12195121 7696 12500000 7902 12345679 7794 12048192 7955 12048192 7937 12820512 7849 10869565 7769 12048192 7863 12987012 
23843 23255813 23702 24390243 24471 23809523 23977 23255813 24271 23809523 23975 23809523 24012 24390243 23843 23809523 23781 23809523 23920 23255813 
23398 19230769 23070 20000000 23157 20833333 22787 19607843 22999 21276595 22949 20000000 23157 20000000 22752 20000000 22873 20000000 23066 20408163 
11648 12048192 11512 13157894 11656 12987012 11428 12345679 11834 11904761 11865 12195121 11744 13157894 11696 11111111 11596 11235955 11833 12820512 
36533 23255813 35775 23809523 35440 27027027 36886 24390243 36210 27027027 36025 23255813 36051 23809523 36104 23809523 35816 23809523 36824 24390243 
35618 20408163 35388 20000000 35468 20408163 35667 19607843 35458 19607843 35698 20000000 35683 19607843 35408 19230769 35637 21276595 35140 19230769 
13633 12820512 13217 11904761 13307 12048192 13432 11764705 13598 11627906 13442 12500000 13607 12195121 13609 12195121 13637 12195121 13880 12987012 
14571 23809523 14182 23255813 14330 23255813 14928 23255813 12774 22727272 12749 22222222 12907 22727272 13013 22727272 12816 22222222 12647 23255813 
12779 18867924 12840 18867924 12816 23809523 12937 21739130 12994 20408163 12606 15625000 12893 21739130 12843 19607843 12698 19230769 12883 22727272 
9263 11627906 9322 12048192 9379 11627906 9298 11764705 9186 10526315 9234 12195121 9353 12345679 9227 11764705 9284 11111111 9157 12345679 
91508 22727272 90358 21739130 90637 22727272 89541 20833333 94179 22727272 93214 22222222 95620 25000000 92515 22727272 89086 20833333 93694 22727272 
72780 19230769 72259 18867924 71245 18867924 74822 19607843 74222 19230769 71413 18518518 72584 20000000 73351 19230769 73179 20000000 72875 19230769 
30931 10526315 31025 11111111 32198 9900990 32349 10101010 32399 9803921 31179 10752688 31896 10309278 31822 10752688 32225 10000000 31593 10309278 
262950 23809523 275862 27777777 259134 23255813 276090 22727272 251509 20833333 257400 23255813 268024 22727272 266453 23809523 257267 24390243 283366 22222222 
164446 18867924 169692 21276595 166057 19607843 158654 18181818 164663 19230769 159642 19230769 171057 19607843 161472 19607843 163639 15873015 163907 17857142 
44101 10309278 46142 10000000 45429 10416666 44903 10989010 43940 10204081 43559 9900990 45756 9433962 45263 10101010 43626 9708737 44389 11764705 
12697 24390243 13007 24390243 13073 23255813 12699 23255813 12720 23809523 13215 24390243 13147 22727272 12973 23255813 12928 26315789 13384 25641025 
13205 22222222 13203 20833333 13102 18867924 13293 21739130 13556 20408163 13238 25641025 13102 21276595 13037 20833333 13447 20408163 13274 23255813 
8309 13157894 8236 13888888 8165 13513513 8083 12987012 8233 12658227 8296 13698630 8266 13157894 8152 13333333 8071 14084507 8300 13513513 
25445 26315789 26051 21739130 24907 21739130 24883 23809523 25053 25000000 25149 23809523 26194 23809523 25528 23255813 25708 22222222 25343 20833333 
23910 21739130 23852 21739130 24218 20408163 24349 20833333 24291 20833333 24193 20833333 24335 21276595 23769 20408163 24061 20408163 23831 20833333 
11695 12820512 11677 12658227 11731 12195121 11809 12500000 11972 12048192 11899 14285714 11870 12195121 11574 11363636 11992 13333333 11673 12820512 
39842 23809523 41201 27777777 39508 23255813 37993 24390243 38809 21276595 38467 22727272 39306 23809523 38525 26315789 38054 22222222 36443 24390243 
37700 21276595 37388 19607843 37165 21276595 37436 19607843 38556 20833333 38381 20000000 37571 20000000 38134 20000000 37491 20833333 37731 25641025 
13645 12658227 13781 13333333 13567 11363636 13956 13888888 13743 10989010 13750 13698630 13695 13698630 14122 13513513 13911 13698630 14349 14492753 
