8050 22727272 8080 22727272 7977 22222222 8089 22222222 8005 22222222 8154 22222222 8134 24390243 8199 20833333 8068 22222222 7994 22727272 
8267 20000000 8138 17543859 8194 17857142 7994 19230769 8005 19230769 8116 19230769 8236 18181818 8089 18867924 8104 18867924 8180 18518518 
6221 9900990 6139 9615384 6115 9433962 6284 9900990 6373 9615384 6257 10101010 6239 11235955 6250 10989010 6199 11111111 6186 11363636 
63087 23255813 63023 22222222 63251 23255813 62527 23809523 64741 23255813 62688 23809523 63319 23809523 62952 22727272 63649 23255813 66600 22727272 
51786 18867924 51703 20000000 51580 18518518 51754 19230769 51498 19230769 52295 18867924 52295 18181818 51888 19230769 52358 19230769 52692 20408163 
24504 10638297 24354 10638297 24587 10989010 24575 10869565 24579 10869565 25036 10000000 24199 10869565 23841 10204081 23461 10869565 24032 10101010 
207210 22727272 214086 22727272 213174 22727272 214730 23255813 209030 22727272 222667 23255813 215285 23255813 211148 23255813 215377 22222222 209731 23255813 
128221 22222222 134970 18867924 128402 18181818 128024 18518518 129668 17857142 134210 19230769 129249 19230769 135722 19607843 131130 18867924 132766 19230769 
36859 10638297 35665 10526315 36639 10204081 36531 10752688 35660 10526315 35034 10416666 35442 11764705 36980 10869565 38150 10526315 35447 10989010 
8179 24390243 8205 23809523 8175 23809523 8218 24390243 8353 23809523 8101 23255813 8126 23255813 8154 23809523 8128 21739130 8254 25000000 
8228 20000000 8405 20408163 8718 20833333 8134 20000000 8618 22727272 8417 20408163 8481 20000000 8554 21276595 8291 19607843 8301 20000000 
5819 12048192 5830 11494252 5842 12987012 5815 12500000 5746 11904761 5791 12820512 5823 14285714 5808 13157894 5824 12820512 5675 12345679 
17143 23809523 17294 23809523 17391 23255813 17440 23809523 17177 23255813 17354 23255813 17307 22222222 17505 22727272 17475 22727272 17372 23809523 
16727 20408163 16623 20408163 16653 20833333 16422 22222222 16589 21276595 16578 20000000 17037 20408163 16770 21739130 16461 18181818 16760 20833333 
9329 10752688 9423 12820512 9190 13888888 9433 12820512 9311 12820512 9269 13513513 9337 12658227 9281 12987012 9401 12195121 9268 12048192 
26697 23809523 26360 23809523 26489 23255813 26215 23255813 26415 23809523 26532 24390243 26385 23809523 26376 23255813 26053 23255813 26706 24390243 
25547 22727272 24846 20000000 25035 20833333 25072 20000000 25136 18867924 25109 20833333 25515 20408163 25440 20408163 24804 19607843 25544 20000000 
10873 12820512 10648 12987012 10777 12195121 10774 11363636 10791 12987012 10715 12195121 10794 12658227 10676 12048192 10781 14084507 10792 11764705 
8063 22727272 8058 23255813 8038 22727272 7950 22727272 8062 23809523 8189 22222222 8070 23255813 8051 22727272 8129 23809523 8109 23809523 
8131 18181818 8115 19230769 8324 17857142 8565 17857142 8544 20408163 8826 18867924 8564 18518518 8796 18518518 8393 18518518 8487 18181818 
6522 9523809 6485 12048192 6413 11235955 6467 11363636 6389 11494252 6330 11627906 6241 12820512 6324 12048192 6283 10638297 6199 11764705 
63323 23809523 67691 22727272 64020 22727272 64641 24390243 64445 22222222 64813 20408163 63649 20408163 64491 22727272 66631 23255813 62821 23255813 
51733 20833333 52812 20408163 52918 18181818 52873 20000000 52753 20408163 51615 20833333 52435 20000000 52695 19607843 51834 19607843 52474 19607843 
24685 11904761 25201 12500000 24492 12345679 24731 12048192 24583 12048192 24488 12500000 25053 11904761 24734 12500000 24526 12048192 25254 11904761 
235072 25000000 214316 22727272 244857 22727272 229095 22727272 221141 23255813 224567 24390243 219106 25000000 258665 22727272 223713 22727272 227427 28571428 
132678 20000000 136351 19607843 131285 19607843 133797 19230769 141643 20000000 134698 20000000 138888 19607843 129382 19607843 132714 20000000 133280 20000000 
